,SØK PÅ ADRESSE: tast ctrl + F,,,28.09 DENNE LISTEN BLIR OPPDATERT! GJELDER LERKENDAL BYDEL! Her er et kart du kan se hvordan byen er inndelt :  https://kart.trondheim.kommune.no/map/helse_oms/#10/63.3610/10.5386/topo_graa-helsestasjonsone-bydel,
gatenr,Gatenavn,husnr,bokstav,Helsestasjonstilhørighet,"Alle husnummer tilknyttet
 samme helsestasjon?"
1750,Festningsgata,37,,Falkenborg,nei
1750,Festningsgata,38,A,Sentrum,nei
1750,Festningsgata,38,B,Sentrum,nei
1750,Festningsgata,39,,Falkenborg,nei
1750,Festningsgata,40,A,Sentrum,nei
1750,Festningsgata,40,B,Sentrum,nei
1750,Festningsgata,41,,Falkenborg,nei
1750,Festningsgata,42,A,Sentrum,nei
1750,Festningsgata,42,B,Sentrum,nei
1750,Festningsgata,43,,Falkenborg,nei
1750,Festningsgata,45,,Falkenborg,nei
1750,Festningsgata,5,,Falkenborg,nei
1750,Festningsgata,7,,Falkenborg,nei
1750,Festningsgata,9,,Falkenborg,nei
1760,Finn Bergs veg,,,Byåsen,ja
1153,Finnmyrvegen,,,Klæbu,ja
1431,Finnsvevegen,,,Klæbu,ja
1770,Fiolsvingen,,,Nidarvoll,ja
1780,Fjellseterveien,1,,Byåsen,nei
1780,Fjellseterveien,10,,Byåsen,nei
1780,Fjellseterveien,14,,Byåsen,nei
1780,Fjellseterveien,20,,Byåsen,nei
1780,Fjellseterveien,205,,Sentrum,nei
1780,Fjellseterveien,22,,Byåsen,nei
1780,Fjellseterveien,24,,Byåsen,nei
1780,Fjellseterveien,399,,Sentrum,nei
1780,Fjellseterveien,500,,Saupstad,nei
1780,Fjellseterveien,501,,Sentrum,nei
1780,Fjellseterveien,502,,Saupstad,nei
1780,Fjellseterveien,504,,Saupstad,nei
1780,Fjellseterveien,506,,Saupstad,nei
1780,Fjellseterveien,507,,Sentrum,nei
1780,Fjellseterveien,508,,Saupstad,nei
1780,Fjellseterveien,509,,Sentrum,nei
1780,Fjellseterveien,510,,Saupstad,nei
1780,Fjellseterveien,511,,Sentrum,nei
1780,Fjellseterveien,512,,Saupstad,nei
1780,Fjellseterveien,514,,Saupstad,nei
1780,Fjellseterveien,516,,Saupstad,nei
1780,Fjellseterveien,518,,Saupstad,nei
1780,Fjellseterveien,520,,Saupstad,nei
1780,Fjellseterveien,530,,Sentrum,nei
1780,Fjellseterveien,6,,Byåsen,nei
1780,Fjellseterveien,8,,Byåsen,nei
1790,Fjordgata,,,Sentrum,ja
1800,Fjordgløttvegen,,,Falkenborg,ja
1810,Fjæregata,,,Falkenborg,ja
1445,Fjæremsåsvegen,,,Klæbu,ja
1811,Fjøslia,,,Byåsen,ja
1812,Fjøsmestervegen,,,Falkenborg,ja
1809,Fjøsvollvegen,,,Saupstad,ja
1813,Flakkhaugen,,,Saupstad,ja
9206,Flakkvegen,,,Saupstad,ja
1154,Flatheimvegen,,,Klæbu,ja
1814,Flatåsenget,,,Romolslia,ja
1817,Flatåstoppen,,,Romolslia,ja
1815,Fogdenget,,,Romolslia,ja
1155,Forseths veg,,,Klæbu,ja
1819,Forsøkslia,1,,Romolslia,nei
1819,Forsøkslia,11,,Sentrum,nei
1819,Forsøkslia,13,,Sentrum,nei
1819,Forsøkslia,17,,Sentrum,nei
1819,Forsøkslia,19,,Sentrum,nei
1819,Forsøkslia,2,,Romolslia,nei
1819,Forsøkslia,23,,Sentrum,nei
1819,Forsøkslia,25,,Sentrum,nei
1819,Forsøkslia,5,,Romolslia,nei
1819,Forsøkslia,6,,Romolslia,nei
1819,Forsøkslia,7,A,Sentrum,nei
1819,Forsøkslia,7,B,Sentrum,nei
1819,Forsøkslia,7,C,Sentrum,nei
1819,Forsøkslia,7,D,Sentrum,nei
1819,Forsøkslia,9,A,Sentrum,nei
1819,Forsøkslia,9,B,Sentrum,nei
1819,Forsøkslia,9,C,Sentrum,nei
1819,Forsøkslia,9,D,Sentrum,nei
1819,Forsøkslia,9,E,Sentrum,nei
1819,Forsøkslia,9,F,Sentrum,nei
1819,Forsøkslia,9,G,Sentrum,nei
1819,Forsøkslia,9,H,Sentrum,nei
1819,Forsøkslia,9,J,Sentrum,nei
1819,Forsøkslia,9,K,Sentrum,nei
1819,Forsøkslia,9,L,Sentrum,nei
1819,Forsøkslia,9,M,Sentrum,nei
1819,Forsøkslia,9,N,Sentrum,nei
1819,Forsøkslia,9,O,Sentrum,nei
1821,Fortunalia,,,Falkenborg,ja
1816,Fosenkaia,,,Sentrum,ja
1820,Fossbakken,,,Falkenborg,ja
1825,Fossegrenda,,,Nidarvoll,ja
1827,Fossestuvegen,,,Romolslia,ja
1156,Fosshåggåvegen,,,Klæbu,ja
1830,Fotveita,,,Sentrum,ja
1840,Framveien,,,Sentrum,ja
1850,Fredrik B. Wallems veg,,,Falkenborg,ja
1870,Fredrik Kolstøs veg,,,Blussuvoll,ja
1860,Fredrikke Qvams veg,,,Falkenborg,ja
9323,Fredrikkestedsvegen,,,Falkenborg,ja
1880,Freidigstien,,,Byåsen,ja
1418,Fremovegen,,,Klæbu,ja
1890,Fridheimveien,,,Falkenborg,ja
1900,Fridtjof Nansens vei,,,Sentrum,ja
1910,Friggs veg,,,Nidarvoll,ja
1920,Fritz Aabakkens vei,,,Rosten,ja
1925,Frode Rinnans veg,,,Blussuvoll,ja
9443,Frostakaia,,,Sentrum,ja
1930,Frostaveien,,,Falkenborg,ja
1940,Frydenbergvegen,,,Blussuvoll,ja
1945,Frøsetvegen,,,Byåsen,ja
1950,Frøys veg,,,Nidarvoll,ja
1158,Furuhaugvegen,,,Klæbu,ja
1960,Furuvegen,,,Falkenborg,ja
1965,Fykenvegen,,,Falkenborg,ja
1970,Gabriel Scotts veg,,,Byåsen,ja
1980,Gabriel Vollans veg,,,Rosten,ja
2010,Gamle Jonsvannsveien,1,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,103,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,105,A,Blussuvoll,nei
2010,Gamle Jonsvannsveien,105,B,Blussuvoll,nei
2010,Gamle Jonsvannsveien,105,C,Blussuvoll,nei
2010,Gamle Jonsvannsveien,107,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,109,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,111,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,113,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,115,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,117,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,119,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,12,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,121,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,123,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,125,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,131,,Falkenborg,nei
2010,Gamle Jonsvannsveien,133,,Falkenborg,nei
2010,Gamle Jonsvannsveien,137,,Falkenborg,nei
2010,Gamle Jonsvannsveien,143,,Falkenborg,nei
2010,Gamle Jonsvannsveien,149,,Falkenborg,nei
2010,Gamle Jonsvannsveien,3,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,45,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,47,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,48,,Falkenborg,nei
2010,Gamle Jonsvannsveien,51,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,54,,Falkenborg,nei
2010,Gamle Jonsvannsveien,56,,Falkenborg,nei
2010,Gamle Jonsvannsveien,59,A,Blussuvoll,nei
2010,Gamle Jonsvannsveien,59,B,Blussuvoll,nei
2010,Gamle Jonsvannsveien,59,C,Blussuvoll,nei
2010,Gamle Jonsvannsveien,61,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,63,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,65,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,67,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,69,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,71,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,73,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,75,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,77,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,79,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,81,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,83,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,85,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,87,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,91,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,93,,Blussuvoll,nei
2010,Gamle Jonsvannsveien,95,,Blussuvoll,nei
1990,Gamle Kirkevei,,,Falkenborg,ja
2000,Gamle Kongevei,,,Falkenborg,ja
2012,Gamle Leirvegen,,,Nidarvoll,ja
2005,Gamle Lianveg,,,Byåsen,ja
2018,Gamle Okstadbakkan,,,Romolslia,ja
2020,Gamle Oslovei,,,Byåsen,ja
2030,Gamle Åsvei,,,Sentrum,ja
2040,Gammel-lina,,,Sentrum,ja
1160,Gammelsaga,,,Klæbu,ja
2042,Gammelvegen,,,Saupstad,ja
2050,Gardemoens gate,,,Falkenborg,ja
2070,Garmanns veg,,,Sentrum,ja
2090,Gartnerhaugveien,,,Falkenborg,ja
2100,Gartnerivegen,,,Falkenborg,ja
2110,Gaubekveita,,,Sentrum,ja
2115,Gaupevegen,,,Saupstad,ja
2120,Gautes gate,,,Sentrum,ja
2130,Geelmuydens gate,,,Sentrum,ja
2140,General Bangs veg,,,Byåsen,ja
2150,General Buddes gate,,,Falkenborg,ja
2155,General Wibes veg,,,Falkenborg,ja
2160,General von Hovens vei,,,Falkenborg,ja
2180,Gildheimsvegen,,,Falkenborg,ja
2190,Gimlevegen,,,Nidarvoll,ja
2200,Gina Krogs veg,,,Blussuvoll,ja
2210,Gisle Johnsons gate,,,Falkenborg,ja
1430,Gjellivegen,,,Klæbu,ja
2220,Gjelvangveita,,,Sentrum,ja
2225,Gjerlovs veg,,,Rosten,ja
2230,Gjetveita,,,Sentrum,ja
2240,Gjøaveien,,,Sentrum,ja
2250,Gjørtlervegen,,,Byåsen,ja
9393,Glennsetvegen,,,Falkenborg,ja
2280,Gløshaugveien,,,Sentrum,ja
2290,Gogstadbakken,,,Sentrum,ja
2300,Granhaugan,,,Romolslia,ja
1165,Granheimvegen,,,Klæbu,ja
2310,Granlivegen,,,Byåsen,ja
1449,Granmovegen,,,Klæbu,ja
2320,Granvegen,,,Falkenborg,ja
2335,Granåsvegen,1,,Blussuvoll,nei
2335,Granåsvegen,13,,Blussuvoll,nei
2335,Granåsvegen,15,A,Blussuvoll,nei
2335,Granåsvegen,15,B,Blussuvoll,nei
2335,Granåsvegen,29,,Blussuvoll,nei
2335,Granåsvegen,3,,Blussuvoll,nei
2335,Granåsvegen,31,,Blussuvoll,nei
2335,Granåsvegen,32,A,Blussuvoll,nei
2335,Granåsvegen,32,B,Blussuvoll,nei
2335,Granåsvegen,33,,Blussuvoll,nei
2335,Granåsvegen,34,,Blussuvoll,nei
2335,Granåsvegen,35,,Blussuvoll,nei
2335,Granåsvegen,36,,Blussuvoll,nei
2335,Granåsvegen,37,,Blussuvoll,nei
2335,Granåsvegen,38,,Blussuvoll,nei
2335,Granåsvegen,39,,Blussuvoll,nei
2335,Granåsvegen,40,,Blussuvoll,nei
2335,Granåsvegen,41,,Blussuvoll,nei
2335,Granåsvegen,43,,Blussuvoll,nei
2335,Granåsvegen,45,A,Blussuvoll,nei
2335,Granåsvegen,45,B,Blussuvoll,nei
2335,Granåsvegen,45,C,Blussuvoll,nei
2335,Granåsvegen,47,A,Blussuvoll,nei
2335,Granåsvegen,47,B,Blussuvoll,nei
2335,Granåsvegen,47,C,Blussuvoll,nei
2335,Granåsvegen,49,,Blussuvoll,nei
2335,Granåsvegen,49,B,Blussuvoll,nei
2335,Granåsvegen,5,,Blussuvoll,nei
2335,Granåsvegen,51,,Blussuvoll,nei
2335,Granåsvegen,51,B,Blussuvoll,nei
2335,Granåsvegen,6,,Blussuvoll,nei
2335,Granåsvegen,60,,Falkenborg,nei
2335,Granåsvegen,7,,Blussuvoll,nei
2335,Granåsvegen,8,,Blussuvoll,nei
2335,Granåsvegen,9,,Blussuvoll,nei
2340,Gregus gate,,,Falkenborg,ja
2350,Grensen,,,Sentrum,ja
2360,Gressbanevegen,,,Nidarvoll,ja
2370,Griffenfelds gate,,,Sentrum,ja
2375,Grillstadfjæra,,,Falkenborg,ja
2380,Grilstadvegen,,,Falkenborg,ja
9215,Grostadvegen,,,Saupstad,ja
2385,Grova,,,Byåsen,ja
2390,Grundtvigs gate,,,Falkenborg,ja
2400,Gryta,,,Sentrum,ja
2405,Grytbakkstranda,,,Falkenborg,ja
1435,Gråmosevegen,,,Klæbu,ja
2425,Gråtrostvegen,,,Saupstad,ja
2410,Grøndahls veg,,,Byåsen,ja
2420,Grønnbakken,,,Saupstad,ja
2423,Grøsetbakkan,,,Saupstad,ja
2430,Gudes gate,,,Sentrum,ja
2440,Gudruns gate,,,Sentrum,ja
2450,Gulbrandsvegen,,,Saupstad,ja
1447,Gulltjønnvegen,,,Klæbu,ja
2455,Gulspurvvegen,,,Saupstad,ja
2460,Gunnar Birchs veg,1,,Sentrum,nei
2460,Gunnar Birchs veg,11,,Sentrum,nei
2460,Gunnar Birchs veg,11,A,Sentrum,nei
2460,Gunnar Birchs veg,12,,Byåsen,nei
2460,Gunnar Birchs veg,14,,Byåsen,nei
2460,Gunnar Birchs veg,14,A,Byåsen,nei
2460,Gunnar Birchs veg,2,,Byåsen,nei
2460,Gunnar Birchs veg,2,B,Byåsen,nei
2460,Gunnar Birchs veg,2,D,Byåsen,nei
2460,Gunnar Birchs veg,3,,Sentrum,nei
2460,Gunnar Birchs veg,4,,Byåsen,nei
2460,Gunnar Birchs veg,5,,Sentrum,nei
2460,Gunnar Birchs veg,6,,Byåsen,nei
2460,Gunnar Birchs veg,7,,Sentrum,nei
2460,Gunnar Birchs veg,8,A,Byåsen,nei
2460,Gunnar Birchs veg,8,B,Byåsen,nei
2460,Gunnar Birchs veg,9,,Sentrum,nei
2470,Gunnerus gate,,,Sentrum,ja
2480,Gunnlaugs vei,,,Falkenborg,ja
2490,Gustav Byes vei,,,Sentrum,ja
2500,Guttorms gate,,,Sentrum,ja
2510,Gyldenløves gate,,,Falkenborg,ja
3092,Haakon Odd Christiansens veg,,,Falkenborg,ja
3100,Haakon VII's gate,,,Falkenborg,ja
2530,Haldens gate,,,Falkenborg,ja
2533,Haldor Flatens veg,,,Romolslia,ja
2536,Hallfred Høyems veg,,,Falkenborg,ja
9261,Hallsetaunvegen,130,,Byåsen,nei
9261,Hallsetaunvegen,131,,Byåsen,nei
9261,Hallsetaunvegen,132,,Byåsen,nei
9261,Hallsetaunvegen,133,,Byåsen,nei
9261,Hallsetaunvegen,134,,Byåsen,nei
9261,Hallsetaunvegen,135,,Byåsen,nei
9261,Hallsetaunvegen,136,,Byåsen,nei
9261,Hallsetaunvegen,137,,Byåsen,nei
9261,Hallsetaunvegen,138,,Byåsen,nei
9261,Hallsetaunvegen,139,,Byåsen,nei
9261,Hallsetaunvegen,140,,Byåsen,nei
9261,Hallsetaunvegen,141,,Byåsen,nei
9261,Hallsetaunvegen,142,,Byåsen,nei
9261,Hallsetaunvegen,143,,Byåsen,nei
9261,Hallsetaunvegen,144,,Byåsen,nei
9261,Hallsetaunvegen,145,,Byåsen,nei
9261,Hallsetaunvegen,146,,Byåsen,nei
9261,Hallsetaunvegen,148,,Byåsen,nei
9261,Hallsetaunvegen,149,,Byåsen,nei
9261,Hallsetaunvegen,151,,Byåsen,nei
9261,Hallsetaunvegen,153,,Byåsen,nei
9261,Hallsetaunvegen,155,,Byåsen,nei
9261,Hallsetaunvegen,159,,Byåsen,nei
9261,Hallsetaunvegen,161,,Byåsen,nei
9261,Hallsetaunvegen,163,,Byåsen,nei
9261,Hallsetaunvegen,165,,Byåsen,nei
9261,Hallsetaunvegen,167,,Byåsen,nei
9261,Hallsetaunvegen,169,,Byåsen,nei
9261,Hallsetaunvegen,171,,Byåsen,nei
9261,Hallsetaunvegen,173,,Byåsen,nei
9261,Hallsetaunvegen,175,,Byåsen,nei
9261,Hallsetaunvegen,177,,Byåsen,nei
9261,Hallsetaunvegen,179,,Byåsen,nei
9261,Hallsetaunvegen,180,,Saupstad,nei
9261,Hallsetaunvegen,181,,Saupstad,nei
9261,Hallsetaunvegen,182,,Saupstad,nei
9261,Hallsetaunvegen,184,,Saupstad,nei
9261,Hallsetaunvegen,3,,Byåsen,nei
9261,Hallsetaunvegen,7,,Byåsen,nei
1170,Hallsetbakken,,,Klæbu,ja
2534,Hallsetlia,,,Byåsen,ja
2537,Hallsetreina,,,Byåsen,ja
2535,Hallsetstien,,,Byåsen,ja
1171,Hallsetvegen,,,Klæbu,ja
2540,Hammerverksvegen,,,Falkenborg,ja
8640,Hangerslettvegen,,,Saupstad,ja
2550,Hanna Winsnes' veg,,,Falkenborg,ja
2680,Hans Aanruds veg,,,Byåsen,ja
2560,Hans Barliens vei,,,Falkenborg,ja
2565,Hans Baucks veg,,,Nidarvoll,ja
2570,Hans Bruns vei,,,Sentrum,ja
2580,Hans Collins veg,,,Falkenborg,ja
2590,Hans Finnes gate,,,Falkenborg,ja
2600,Hans Hagerups gate,,,Sentrum,ja
2630,Hans Michelsens veg,,,Saupstad,ja
2640,Hans Nielsen Hauges gate,,,Falkenborg,ja
2650,Hans Nissens gate,,,Sentrum,ja
2660,Hans Osnes' veg,,,Sentrum,ja
2555,Hansbakken,,,Falkenborg,ja
2610,Hanskemakerbakken,,,Sentrum,ja
2690,Harald Bothners veg,,,Blussuvoll,ja
2700,Harald Gilles veg,,,Blussuvoll,ja
2710,Harald Hardrådes gate,,,Sentrum,ja
2720,Harald Hårfagres gate,,,Falkenborg,ja
2730,Harald Langhelles veg,,,Byåsen,ja
2735,Harald Samuelsens veg,,,Nidarvoll,ja
2738,Harald Torps veg,,,Rosten,ja
2740,Harevegen,,,Byåsen,ja
2750,Harry Borthens vei,,,Falkenborg,ja
2760,Hasselbakkvegen,,,Falkenborg,ja
1172,Haugamyrvegen,,,Klæbu,ja
2762,Hauglia,,,Saupstad,ja
2765,Haugnessvingen,,,Nidarvoll,ja
2770,Haugstien,,,Falkenborg,ja
9306,Haukåsvegen,,,Nidarvoll,ja
2775,Havnegata,,,Sentrum,ja
2780,Havrevegen,,,Blussuvoll,ja
2785,Havseilervegen,,,Falkenborg,ja
2790,Havstadvegen,,,Byåsen,ja
2800,Havsteinbakken,1,,Byåsen,nei
2800,Havsteinbakken,11,,Byåsen,nei
2800,Havsteinbakken,11,A,Byåsen,nei
2800,Havsteinbakken,11,C,Byåsen,nei
2800,Havsteinbakken,13,A,Byåsen,nei
2800,Havsteinbakken,13,B,Byåsen,nei
2800,Havsteinbakken,14,,Sentrum,nei
2800,Havsteinbakken,15,,Byåsen,nei
2800,Havsteinbakken,16,,Sentrum,nei
2800,Havsteinbakken,17,,Byåsen,nei
2800,Havsteinbakken,18,,Sentrum,nei
2800,Havsteinbakken,19,,Byåsen,nei
2800,Havsteinbakken,2,,Sentrum,nei
2800,Havsteinbakken,2,B,Sentrum,nei
2800,Havsteinbakken,20,,Sentrum,nei
2800,Havsteinbakken,21,,Byåsen,nei
2800,Havsteinbakken,22,,Sentrum,nei
2800,Havsteinbakken,23,,Byåsen,nei
2800,Havsteinbakken,24,,Sentrum,nei
2800,Havsteinbakken,25,A,Byåsen,nei
2800,Havsteinbakken,25,B,Byåsen,nei
2800,Havsteinbakken,25,C,Byåsen,nei
2800,Havsteinbakken,26,,Sentrum,nei
2800,Havsteinbakken,27,,Byåsen,nei
2800,Havsteinbakken,28,,Sentrum,nei
2800,Havsteinbakken,29,,Byåsen,nei
2800,Havsteinbakken,3,,Byåsen,nei
2800,Havsteinbakken,31,,Byåsen,nei
2800,Havsteinbakken,33,,Byåsen,nei
2800,Havsteinbakken,4,,Sentrum,nei
2800,Havsteinbakken,4,A,Sentrum,nei
2800,Havsteinbakken,4,B,Sentrum,nei
2800,Havsteinbakken,4,C,Sentrum,nei
2800,Havsteinbakken,6,,Sentrum,nei
2800,Havsteinbakken,7,,Byåsen,nei
2800,Havsteinbakken,7,B,Byåsen,nei
2800,Havsteinbakken,7,C,Byåsen,nei
2800,Havsteinbakken,8,,Sentrum,nei
2800,Havsteinbakken,9,,Byåsen,nei
2800,Havsteinbakken,9,B,Byåsen,nei
2800,Havsteinbakken,9,C,Byåsen,nei
2800,Havsteinbakken,9,D,Byåsen,nei
2800,Havsteinbakken,9,E,Byåsen,nei
2800,Havsteinbakken,9,F,Byåsen,nei
2800,Havsteinbakken,9,G,Byåsen,nei
2800,Havsteinbakken,9,H,Byåsen,nei
2800,Havsteinbakken,9,J,Byåsen,nei
2800,Havsteinbakken,9,K,Byåsen,nei
2800,Havsteinbakken,9,L,Byåsen,nei
2801,Havsteinekra,,,Byåsen,ja
2802,Havsteinflata,,,Byåsen,ja
2805,Havsteinlia,,,Sentrum,ja
2806,Heggdalsringen,,,Blussuvoll,ja
2812,Heggsnipvegen,,,Saupstad,ja
2808,Heggstadmoen,1,A,Rosten,nei
2808,Heggstadmoen,1,B,Rosten,nei
2808,Heggstadmoen,1,C,Rosten,nei
2808,Heggstadmoen,1,D,Rosten,nei
2808,Heggstadmoen,1,E,Rosten,nei
2808,Heggstadmoen,1,F,Rosten,nei
2808,Heggstadmoen,1,G,Rosten,nei
2808,Heggstadmoen,1,H,Rosten,nei
2808,Heggstadmoen,1,J,Rosten,nei
2808,Heggstadmoen,1,K,Rosten,nei
2808,Heggstadmoen,1,L,Rosten,nei
2808,Heggstadmoen,1,M,Rosten,nei
2808,Heggstadmoen,10,,Saupstad,nei
2808,Heggstadmoen,11,,Rosten,nei
2808,Heggstadmoen,12,,Saupstad,nei
2808,Heggstadmoen,13,,Rosten,nei
2808,Heggstadmoen,14,,Saupstad,nei
2808,Heggstadmoen,16,,Saupstad,nei
2808,Heggstadmoen,18,,Saupstad,nei
2808,Heggstadmoen,2,,Rosten,nei
2808,Heggstadmoen,3,,Rosten,nei
2808,Heggstadmoen,3,A,Rosten,nei
2808,Heggstadmoen,4,,Rosten,nei
2808,Heggstadmoen,43,,Rosten,nei
2808,Heggstadmoen,47,,Saupstad,nei
2808,Heggstadmoen,5,,Rosten,nei
2808,Heggstadmoen,51,,Saupstad,nei
2808,Heggstadmoen,53,,Saupstad,nei
2808,Heggstadmoen,55,,Saupstad,nei
2808,Heggstadmoen,57,,Saupstad,nei
2808,Heggstadmoen,6,,Rosten,nei
2808,Heggstadmoen,61,,Saupstad,nei
2808,Heggstadmoen,63,,Saupstad,nei
2808,Heggstadmoen,65,,Saupstad,nei
2808,Heggstadmoen,7,,Rosten,nei
2808,Heggstadmoen,8,,Rosten,nei
2808,Heggstadmoen,8,B,Rosten,nei
2808,Heggstadmoen,9,,Rosten,nei
2809,Heggstadmyra,1,A,Rosten,nei
2809,Heggstadmyra,1,B,Rosten,nei
2809,Heggstadmyra,1,C,Rosten,nei
2809,Heggstadmyra,10,,Rosten,nei
2809,Heggstadmyra,11,,Rosten,nei
2809,Heggstadmyra,13,A,Rosten,nei
2809,Heggstadmyra,13,B,Saupstad,nei
2809,Heggstadmyra,15,,Rosten,nei
2809,Heggstadmyra,17,,Rosten,nei
2809,Heggstadmyra,19,,Rosten,nei
2809,Heggstadmyra,2,,Rosten,nei
2809,Heggstadmyra,3,,Rosten,nei
2809,Heggstadmyra,5,,Rosten,nei
2809,Heggstadmyra,6,,Rosten,nei
2809,Heggstadmyra,7,A,Rosten,nei
2809,Heggstadmyra,7,B,Rosten,nei
2809,Heggstadmyra,8,,Rosten,nei
2809,Heggstadmyra,9,,Rosten,nei
2810,Heggvegen,,,Falkenborg,ja
2820,Heimdalsvegen,,,Saupstad,ja
2830,Heimstadveien,,,Falkenborg,ja
2832,Heimtrøa,,,Falkenborg,ja
2840,Helmer Hanssens veg,,,Falkenborg,ja
2850,Helmer Lundgreens gate,,,Sentrum,ja
2860,Henrik Angells gate,,,Falkenborg,ja
2870,Henrik Mathiesens vei,10,A,Sentrum,nei
2870,Henrik Mathiesens vei,10,B,Sentrum,nei
2870,Henrik Mathiesens vei,11,,Sentrum,nei
2870,Henrik Mathiesens vei,12,A,Sentrum,nei
2870,Henrik Mathiesens vei,12,B,Sentrum,nei
2870,Henrik Mathiesens vei,13,A,Sentrum,nei
2870,Henrik Mathiesens vei,13,B,Sentrum,nei
2870,Henrik Mathiesens vei,13,C,Sentrum,nei
2870,Henrik Mathiesens vei,14,,Sentrum,nei
2870,Henrik Mathiesens vei,15,A,Sentrum,nei
2870,Henrik Mathiesens vei,15,B,Sentrum,nei
2870,Henrik Mathiesens vei,16,,Sentrum,nei
2870,Henrik Mathiesens vei,17,,Falkenborg,nei
2870,Henrik Mathiesens vei,18,,Sentrum,nei
2870,Henrik Mathiesens vei,2,A,Sentrum,nei
2870,Henrik Mathiesens vei,2,B,Sentrum,nei
2870,Henrik Mathiesens vei,20,,Falkenborg,nei
2870,Henrik Mathiesens vei,21,,Falkenborg,nei
2870,Henrik Mathiesens vei,22,,Falkenborg,nei
2870,Henrik Mathiesens vei,23,,Falkenborg,nei
2870,Henrik Mathiesens vei,25,,Falkenborg,nei
2870,Henrik Mathiesens vei,26,,Falkenborg,nei
2870,Henrik Mathiesens vei,27,,Falkenborg,nei
2870,Henrik Mathiesens vei,28,,Falkenborg,nei
2870,Henrik Mathiesens vei,29,,Falkenborg,nei
2870,Henrik Mathiesens vei,30,,Falkenborg,nei
2870,Henrik Mathiesens vei,31,,Falkenborg,nei
2870,Henrik Mathiesens vei,32,,Falkenborg,nei
2870,Henrik Mathiesens vei,33,,Falkenborg,nei
2870,Henrik Mathiesens vei,34,A,Falkenborg,nei
2870,Henrik Mathiesens vei,34,B,Falkenborg,nei
2870,Henrik Mathiesens vei,35,,Falkenborg,nei
2870,Henrik Mathiesens vei,36,,Falkenborg,nei
2870,Henrik Mathiesens vei,37,,Falkenborg,nei
2870,Henrik Mathiesens vei,38,,Falkenborg,nei
2870,Henrik Mathiesens vei,4,A,Sentrum,nei
2870,Henrik Mathiesens vei,4,B,Sentrum,nei
2870,Henrik Mathiesens vei,4,C,Sentrum,nei
2870,Henrik Mathiesens vei,4,D,Sentrum,nei
2870,Henrik Mathiesens vei,40,,Falkenborg,nei
2870,Henrik Mathiesens vei,41,,Falkenborg,nei
2870,Henrik Mathiesens vei,42,,Falkenborg,nei
2870,Henrik Mathiesens vei,43,,Falkenborg,nei
2870,Henrik Mathiesens vei,44,,Falkenborg,nei
2870,Henrik Mathiesens vei,45,,Falkenborg,nei
2870,Henrik Mathiesens vei,46,,Falkenborg,nei
2870,Henrik Mathiesens vei,47,,Falkenborg,nei
2870,Henrik Mathiesens vei,49,,Falkenborg,nei
2870,Henrik Mathiesens vei,5,,Sentrum,nei
2870,Henrik Mathiesens vei,51,,Falkenborg,nei
2870,Henrik Mathiesens vei,53,,Falkenborg,nei
2870,Henrik Mathiesens vei,55,,Falkenborg,nei
2870,Henrik Mathiesens vei,57,,Falkenborg,nei
2870,Henrik Mathiesens vei,6,A,Sentrum,nei
2870,Henrik Mathiesens vei,6,B,Sentrum,nei
2870,Henrik Mathiesens vei,6,C,Sentrum,nei
2870,Henrik Mathiesens vei,6,D,Sentrum,nei
2870,Henrik Mathiesens vei,8,A,Sentrum,nei
2870,Henrik Mathiesens vei,8,B,Sentrum,nei
2870,Henrik Mathiesens vei,8,C,Sentrum,nei
2870,Henrik Mathiesens vei,8,D,Sentrum,nei
